sample_id,human_label,human_confidence,human_notes,annotator_a_label,annotator_b_label,source_file,source_line,summary
DV001,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,608,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 16, 'north': 27, 'west': 29, 'noop': 25, 'east': 3, 'south': 2} | Load action counts by agent: [12, 4] | Mean absolute state change: 0.030000 | State variation: 1.758950"
DV043,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,417,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 36, 'east': 49, 'west': 1, 'load': 4, 'noop': 9, 'north': 3} | Load action counts by agent: [1, 3] | Mean absolute state change: 0.035000 | State variation: 2.310374"
DV044,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,682,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 25, 'east': 8, 'noop': 15, 'south': 2, 'west': 36, 'load': 16} | Load action counts by agent: [6, 10] | Mean absolute state change: 0.043333 | State variation: 1.633251"
DV045,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,1068,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 7, 'west': 8, 'load': 98, 'south': 29, 'east': 8, 'noop': 3} | Load action counts by agent: [29, 35, 34] | Mean absolute state change: 0.041111 | State variation: 2.773792"
DV046,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,1457,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 26, 'north': 17, 'load': 64, 'east': 34, 'south': 12} | Load action counts by agent: [19, 24, 21] | Mean absolute state change: 0.068889 | State variation: 2.017621"
DV047,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:09:46.219409/failure_records.jsonl,428,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 53, 'noop': 5, 'load': 13, 'east': 30, 'west': 1} | Load action counts by agent: [5, 8] | Mean absolute state change: 0.026667 | State variation: 1.985538"
DV048,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:28:26.453561/failure_records.jsonl,907,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 69, 'north': 2, 'south': 11, 'east': 12, 'west': 8} | Load action counts by agent: [38, 31] | Mean absolute state change: 0.043333 | State variation: 1.878380"
DV049,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,716,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 94, 'south': 19, 'west': 10, 'north': 15, 'east': 13, 'noop': 2} | Load action counts by agent: [36, 32, 26] | Mean absolute state change: 0.054444 | State variation: 2.749570"
DV050,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,310,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 39, 'west': 39, 'south': 59, 'north': 7, 'noop': 8, 'east': 1} | Load action counts by agent: [10, 13, 16] | Mean absolute state change: 0.045556 | State variation: 2.670542"
DV051,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,1387,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 51, 'north': 42, 'west': 3, 'load': 50, 'east': 6, 'noop': 1} | Load action counts by agent: [15, 21, 14] | Mean absolute state change: 0.100000 | State variation: 2.363441"
DV052,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,923,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 9, 'north': 20, 'load': 61, 'noop': 3, 'east': 7, 'south': 2} | Load action counts by agent: [26, 35] | Mean absolute state change: 0.043333 | State variation: 1.975849"
DV053,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,1226,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 61, 'east': 44, 'north': 16, 'west': 20, 'south': 10, 'noop': 2} | Load action counts by agent: [15, 25, 21] | Mean absolute state change: 0.072222 | State variation: 2.504590"
DV054,inefficient_exploration,3,Annotators agreed.,inefficient_exploration,inefficient_exploration,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,256,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 3, 'noop': 15, 'south': 43, 'load': 3, 'east': 38} | Load action counts by agent: [2, 1] | Mean absolute state change: 0.040000 | State variation: 2.249866"
DV055,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,1231,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 36, 'load': 85, 'noop': 5, 'north': 17, 'west': 7, 'east': 3} | Load action counts by agent: [25, 30, 30] | Mean absolute state change: 0.064444 | State variation: 2.460185"
DV056,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,1737,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 95, 'east': 40, 'west': 2, 'noop': 2, 'south': 10, 'north': 4} | Load action counts by agent: [33, 30, 32] | Mean absolute state change: 0.031111 | State variation: 2.592645"
DV057,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,578,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 25, 'west': 25, 'load': 21, 'noop': 24, 'east': 5, 'south': 2} | Load action counts by agent: [9, 12] | Mean absolute state change: 0.051667 | State variation: 1.815084"
DV058,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:10:28.522825/failure_records.jsonl,445,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 60, 'east': 28, 'load': 12, 'west': 2} | Load action counts by agent: [4, 8] | Mean absolute state change: 0.018333 | State variation: 2.154898"
DV059,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,320,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 92, 'east': 11, 'load': 40, 'north': 6, 'noop': 4} | Load action counts by agent: [15, 16, 9] | Mean absolute state change: 0.037778 | State variation: 2.825635"
DV060,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:09:46.219409/failure_records.jsonl,57,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 12, 'south': 38, 'north': 8, 'east': 24, 'load': 9, 'noop': 11} | Load action counts by agent: [7, 2] | Mean absolute state change: 0.073333 | State variation: 2.158637"
DV061,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,943,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 44, 'east': 16, 'load': 60, 'noop': 2, 'south': 30, 'north': 1} | Load action counts by agent: [25, 20, 15] | Mean absolute state change: 0.056667 | State variation: 2.751074"
DV062,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,859,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 69, 'west': 34, 'north': 3, 'east': 20, 'south': 27} | Load action counts by agent: [24, 22, 23] | Mean absolute state change: 0.075556 | State variation: 2.328149"
DV063,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,1432,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 107, 'north': 18, 'east': 13, 'noop': 1, 'west': 9, 'south': 5} | Load action counts by agent: [37, 34, 36] | Mean absolute state change: 0.038889 | State variation: 1.782588"
DV064,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,1856,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 17, 'load': 112, 'east': 9, 'south': 9, 'west': 5, 'noop': 1} | Load action counts by agent: [36, 36, 40] | Mean absolute state change: 0.042222 | State variation: 1.995823"
DV065,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:28:26.453561/failure_records.jsonl,947,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 19, 'noop': 2, 'west': 8, 'load': 60, 'east': 13} | Load action counts by agent: [27, 33] | Mean absolute state change: 0.046667 | State variation: 2.079789"
DV066,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,631,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 13, 'load': 90, 'north': 36, 'east': 9, 'west': 4, 'noop': 1} | Load action counts by agent: [29, 33, 28] | Mean absolute state change: 0.043333 | State variation: 2.709560"
DV067,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,237,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 65, 'west': 36, 'noop': 9, 'east': 12, 'south': 16, 'north': 15} | Load action counts by agent: [15, 22, 28] | Mean absolute state change: 0.055556 | State variation: 2.254278"
DV068,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:41:00.045290/failure_records.jsonl,610,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 46, 'north': 17, 'east': 3, 'noop': 2, 'load': 32, 'south': 2} | Load action counts by agent: [16, 16] | Mean absolute state change: 0.046667 | State variation: 1.513319"
DV069,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,605,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 69, 'south': 33, 'west': 11, 'north': 33, 'east': 6, 'noop': 1} | Load action counts by agent: [20, 24, 25] | Mean absolute state change: 0.078889 | State variation: 2.566224"
